id,type,name,highway,maxspeed,lanes,oneway
1220650957,way,Unknown,footway,Unknown,Unknown,Unknown
1220650958,way,Unknown,footway,Unknown,Unknown,Unknown
1220650959,way,Unknown,footway,Unknown,Unknown,Unknown
1220650960,way,Unknown,footway,Unknown,Unknown,Unknown
1220650961,way,Unknown,footway,Unknown,Unknown,Unknown
1220650964,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1220664493,way,Unknown,footway,Unknown,Unknown,Unknown
1220664494,way,Unknown,footway,Unknown,Unknown,Unknown
1220664500,way,Unknown,footway,Unknown,Unknown,Unknown
1220664501,way,Unknown,footway,Unknown,Unknown,Unknown
1220664504,way,Unknown,footway,Unknown,Unknown,Unknown
1220664508,way,Unknown,footway,Unknown,Unknown,Unknown
1220664510,way,Unknown,footway,Unknown,Unknown,Unknown
1221054213,way,Unknown,footway,Unknown,Unknown,Unknown
1221054214,way,Unknown,footway,Unknown,Unknown,Unknown
1221054215,way,Unknown,steps,Unknown,Unknown,Unknown
1221054216,way,Unknown,footway,Unknown,Unknown,Unknown
1221054217,way,Unknown,steps,Unknown,Unknown,Unknown
1221054220,way,Unknown,footway,Unknown,Unknown,Unknown
1221054221,way,Unknown,footway,Unknown,Unknown,Unknown
1221054224,way,Unknown,footway,Unknown,Unknown,Unknown
1221054225,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1221054227,way,Unknown,footway,Unknown,Unknown,Unknown
1221080045,way,Unknown,footway,Unknown,Unknown,Unknown
1221080046,way,Unknown,footway,Unknown,Unknown,Unknown
1221080047,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1221080048,way,Pine Street,pedestrian,Unknown,Unknown,no
1221080049,way,Unknown,footway,Unknown,Unknown,Unknown
1221080050,way,Pine Street,service,Unknown,Unknown,Unknown
1221080051,way,Unknown,footway,Unknown,Unknown,Unknown
1221080053,way,Unknown,footway,Unknown,Unknown,Unknown
1221080054,way,Unknown,footway,Unknown,Unknown,Unknown
1221080055,way,Unknown,footway,Unknown,Unknown,Unknown
1221080056,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1221080057,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1221080058,way,Unknown,footway,Unknown,Unknown,Unknown
1221080059,way,Unknown,footway,Unknown,Unknown,Unknown
1221080062,way,Unknown,footway,Unknown,Unknown,Unknown
1221080063,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1221080064,way,Unknown,footway,Unknown,Unknown,Unknown
1221080065,way,Unknown,footway,Unknown,Unknown,Unknown
1221080072,way,Unknown,footway,Unknown,Unknown,Unknown
1221080073,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1221080074,way,Unknown,footway,Unknown,Unknown,Unknown
1221080075,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1221080076,way,Unknown,footway,Unknown,Unknown,Unknown
1221080077,way,Unknown,footway,Unknown,Unknown,Unknown
1221080078,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1221080079,way,Unknown,footway,Unknown,Unknown,Unknown
1221080080,way,Unknown,footway,Unknown,Unknown,Unknown
1221100064,way,Unknown,footway,Unknown,Unknown,Unknown
1221100067,way,Unknown,footway,Unknown,Unknown,Unknown
1221100078,way,Unknown,footway,Unknown,Unknown,Unknown
1221100079,way,Unknown,footway,Unknown,Unknown,Unknown
1221100080,way,Unknown,footway,Unknown,Unknown,Unknown
1221210422,way,Unknown,footway,Unknown,Unknown,Unknown
1221210423,way,Unknown,footway,Unknown,Unknown,Unknown
1221210425,way,Unknown,footway,Unknown,Unknown,Unknown
1221210430,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1221210431,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1221214220,way,Unknown,footway,Unknown,Unknown,Unknown
1221214221,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1221214222,way,Holland Tunnel,motorway,35 mph,3,yes
1221214223,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1221214228,way,Unknown,footway,Unknown,Unknown,Unknown
1221214229,way,Unknown,footway,Unknown,Unknown,Unknown
1221214230,way,Unknown,footway,Unknown,Unknown,Unknown
1221214231,way,Unknown,footway,Unknown,Unknown,Unknown
1221214232,way,Unknown,footway,Unknown,Unknown,Unknown
1221214233,way,Unknown,footway,Unknown,Unknown,Unknown
1221214235,way,Unknown,service,25 mph,Unknown,yes
1221214236,way,Unknown,service,25 mph,Unknown,yes
1221392602,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1221392611,way,Unknown,footway,Unknown,Unknown,Unknown
1221593956,way,Unknown,footway,Unknown,Unknown,Unknown
1221593957,way,Unknown,footway,Unknown,Unknown,Unknown
1221596150,way,Unknown,footway,Unknown,Unknown,Unknown
1221596151,way,Unknown,footway,Unknown,Unknown,Unknown
1221599294,way,Unknown,footway,Unknown,Unknown,Unknown
1221599295,way,Unknown,footway,Unknown,Unknown,Unknown
1221599296,way,Unknown,footway,Unknown,Unknown,Unknown
1222166200,way,Unknown,footway,Unknown,Unknown,Unknown
1222166201,way,Unknown,footway,Unknown,2,Unknown
1222166202,way,Unknown,cycleway,Unknown,2,Unknown
1222347322,way,Unknown,footway,Unknown,Unknown,Unknown
1222675774,way,Unknown,footway,Unknown,Unknown,Unknown
1222675776,way,Unknown,footway,Unknown,Unknown,Unknown
1222818545,way,Unknown,footway,Unknown,Unknown,Unknown
1222818778,way,Unknown,footway,Unknown,Unknown,Unknown
1222820181,way,Unknown,footway,Unknown,Unknown,Unknown
1222820182,way,Unknown,footway,Unknown,Unknown,Unknown
1222820183,way,Unknown,footway,Unknown,Unknown,Unknown
1222820209,way,Unknown,footway,Unknown,Unknown,Unknown
1222820210,way,Unknown,footway,Unknown,Unknown,Unknown
1222821243,way,Unknown,footway,Unknown,Unknown,Unknown
1222821244,way,Unknown,footway,Unknown,Unknown,Unknown
1222906802,way,Unknown,footway,Unknown,Unknown,Unknown
1222906803,way,Unknown,footway,Unknown,Unknown,Unknown
1222906805,way,Unknown,footway,Unknown,Unknown,Unknown
1222906807,way,Unknown,footway,Unknown,Unknown,Unknown
1222906812,way,Unknown,footway,Unknown,Unknown,Unknown
1222906813,way,Unknown,footway,Unknown,Unknown,Unknown
1222906814,way,Unknown,footway,Unknown,Unknown,Unknown
1222906816,way,Cliff Street,pedestrian,Unknown,Unknown,Unknown
1222906817,way,Unknown,footway,Unknown,Unknown,Unknown
1222906818,way,Unknown,footway,Unknown,Unknown,Unknown
1222906836,way,Unknown,footway,Unknown,Unknown,Unknown
1222906837,way,Unknown,steps,Unknown,Unknown,Unknown
1222906843,way,Unknown,footway,Unknown,Unknown,Unknown
1222906844,way,Unknown,footway,Unknown,Unknown,Unknown
1222906845,way,Unknown,footway,Unknown,Unknown,Unknown
1222906847,way,Unknown,steps,Unknown,Unknown,Unknown
1222906848,way,Unknown,footway,Unknown,Unknown,Unknown
1222906849,way,Unknown,footway,Unknown,Unknown,Unknown
1222906854,way,Unknown,service,Unknown,2,no
1222906859,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1222906860,way,Unknown,footway,Unknown,Unknown,Unknown
1222906861,way,Unknown,footway,Unknown,Unknown,Unknown
1222906862,way,Unknown,footway,Unknown,Unknown,Unknown
1223057862,way,Unknown,footway,Unknown,Unknown,Unknown
1223057863,way,Unknown,footway,Unknown,Unknown,Unknown
1223057867,way,Unknown,footway,Unknown,Unknown,Unknown
1223057868,way,Unknown,footway,Unknown,Unknown,Unknown
1223057869,way,Unknown,footway,Unknown,Unknown,Unknown
1223057870,way,Unknown,footway,Unknown,Unknown,Unknown
1223057871,way,Unknown,footway,Unknown,Unknown,Unknown
1223057872,way,Unknown,footway,Unknown,Unknown,Unknown
1223057878,way,Unknown,footway,Unknown,Unknown,Unknown
1223057879,way,Unknown,footway,Unknown,Unknown,no
1223057882,way,Unknown,footway,Unknown,Unknown,Unknown
1223057887,way,Unknown,footway,Unknown,Unknown,Unknown
1223121917,way,Unknown,footway,Unknown,Unknown,Unknown
1223121918,way,Unknown,footway,Unknown,Unknown,Unknown
1223121921,way,Unknown,footway,Unknown,Unknown,Unknown
1223121922,way,Unknown,footway,Unknown,Unknown,Unknown
1223121923,way,Unknown,footway,Unknown,Unknown,Unknown
1223121929,way,Unknown,footway,Unknown,Unknown,Unknown
1223121936,way,Unknown,footway,Unknown,Unknown,Unknown
1223121937,way,Unknown,footway,Unknown,Unknown,Unknown
1223121938,way,Unknown,footway,Unknown,Unknown,Unknown
1223121939,way,Unknown,footway,Unknown,Unknown,Unknown
1223121940,way,Unknown,footway,Unknown,Unknown,Unknown
1223121946,way,Unknown,service,Unknown,Unknown,Unknown
1223373403,way,Unknown,footway,Unknown,Unknown,Unknown
1223373404,way,Unknown,footway,Unknown,Unknown,Unknown
1223373405,way,Unknown,footway,Unknown,Unknown,Unknown
1223373406,way,Unknown,footway,Unknown,Unknown,Unknown
1223373407,way,Unknown,footway,Unknown,Unknown,Unknown
1223373408,way,Unknown,steps,Unknown,Unknown,Unknown
1223373409,way,Unknown,footway,Unknown,Unknown,Unknown
1223373412,way,Unknown,footway,Unknown,Unknown,Unknown
1223373417,way,Unknown,footway,Unknown,Unknown,Unknown
1223373418,way,Unknown,footway,Unknown,Unknown,Unknown
1223373419,way,Unknown,footway,Unknown,Unknown,Unknown
1223373420,way,Unknown,footway,Unknown,Unknown,Unknown
1223373432,way,Unknown,footway,Unknown,Unknown,Unknown
1223373436,way,Unknown,footway,Unknown,Unknown,Unknown
1223373445,way,Unknown,footway,Unknown,Unknown,Unknown
1223373446,way,Unknown,steps,Unknown,Unknown,Unknown
1223373453,way,Unknown,footway,Unknown,Unknown,Unknown
1223373454,way,Unknown,footway,Unknown,Unknown,Unknown
1223373456,way,Unknown,footway,Unknown,Unknown,Unknown
1223373464,way,Unknown,footway,Unknown,Unknown,Unknown
1223373465,way,Unknown,footway,Unknown,Unknown,Unknown
1223373466,way,Unknown,steps,Unknown,Unknown,Unknown
1223381167,way,Unknown,service,Unknown,Unknown,no
1223381168,way,Unknown,footway,Unknown,Unknown,Unknown
1223381169,way,Unknown,footway,Unknown,Unknown,Unknown
1223381170,way,Unknown,footway,Unknown,Unknown,Unknown
1223381171,way,Unknown,footway,Unknown,Unknown,Unknown
1223381175,way,Unknown,footway,Unknown,Unknown,Unknown
1223381176,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1223381177,way,William Street,footway,Unknown,Unknown,no
1223381180,way,Unknown,footway,Unknown,Unknown,Unknown
1223381181,way,Unknown,footway,Unknown,Unknown,Unknown
1223381182,way,Unknown,footway,Unknown,Unknown,Unknown
1223381183,way,Unknown,footway,Unknown,Unknown,Unknown
1223381184,way,Unknown,steps,Unknown,Unknown,Unknown
1223381185,way,Unknown,footway,Unknown,Unknown,Unknown
1223381186,way,Unknown,footway,Unknown,Unknown,Unknown
1223381187,way,Unknown,footway,Unknown,Unknown,Unknown
1223381189,way,Unknown,footway,Unknown,Unknown,Unknown
1223381190,way,William Street,service,Unknown,Unknown,no
1223381191,way,Unknown,footway,Unknown,Unknown,Unknown
1223381192,way,Unknown,footway,Unknown,Unknown,Unknown
1223381193,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1223381197,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1223524032,way,Unknown,footway,Unknown,Unknown,Unknown
1223524033,way,Unknown,footway,Unknown,Unknown,Unknown
1223524034,way,Unknown,footway,Unknown,Unknown,Unknown
1223524038,way,Unknown,footway,Unknown,Unknown,Unknown
1223524039,way,Unknown,footway,Unknown,Unknown,Unknown
1223524041,way,Unknown,footway,Unknown,Unknown,Unknown
1223524042,way,Unknown,footway,Unknown,Unknown,Unknown
1223524053,way,Unknown,footway,Unknown,Unknown,Unknown
1223524054,way,Unknown,footway,Unknown,Unknown,Unknown
1223524055,way,Unknown,footway,Unknown,Unknown,Unknown
1223524056,way,Unknown,footway,Unknown,Unknown,Unknown
1223524057,way,Unknown,footway,Unknown,Unknown,Unknown
1223524063,way,Unknown,service,Unknown,Unknown,no
1223577669,way,Unknown,footway,Unknown,Unknown,Unknown
1223577670,way,Unknown,footway,Unknown,Unknown,Unknown
1223577671,way,Unknown,footway,Unknown,Unknown,Unknown
1223577672,way,Unknown,footway,Unknown,Unknown,Unknown
1223577680,way,Unknown,steps,Unknown,Unknown,Unknown
1223577681,way,Unknown,footway,Unknown,Unknown,Unknown
1223577684,way,Pace Plaza,footway,Unknown,Unknown,Unknown
1223577685,way,Unknown,footway,Unknown,Unknown,Unknown
1223577688,way,Unknown,footway,Unknown,Unknown,Unknown
1223577689,way,Unknown,footway,Unknown,Unknown,Unknown
1223577690,way,Unknown,steps,Unknown,Unknown,Unknown
1223577691,way,Unknown,footway,Unknown,Unknown,Unknown
1223577692,way,Unknown,footway,Unknown,Unknown,Unknown
1223577697,way,Unknown,footway,Unknown,Unknown,Unknown
1223577698,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1223577699,way,Unknown,footway,Unknown,Unknown,Unknown
1223577700,way,Unknown,footway,Unknown,Unknown,Unknown
1223577702,way,Unknown,service,Unknown,Unknown,Unknown
1223577703,way,Unknown,footway,Unknown,Unknown,Unknown
1223577704,way,Unknown,footway,Unknown,Unknown,Unknown
1223577705,way,Unknown,service,Unknown,Unknown,no
1223577707,way,Unknown,footway,Unknown,Unknown,Unknown
1223577711,way,Unknown,footway,Unknown,Unknown,Unknown
1223577714,way,Unknown,footway,Unknown,Unknown,Unknown
1223577718,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1223577728,way,Unknown,footway,Unknown,Unknown,Unknown
1223577729,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1223577730,way,Unknown,footway,Unknown,Unknown,Unknown
1223577731,way,Unknown,footway,Unknown,Unknown,Unknown
1223632325,way,Unknown,footway,Unknown,Unknown,Unknown
1223632326,way,Unknown,footway,Unknown,Unknown,Unknown
1223632327,way,Unknown,footway,Unknown,Unknown,Unknown
1223632328,way,Unknown,footway,Unknown,Unknown,Unknown
1223632329,way,Unknown,footway,Unknown,Unknown,Unknown
1223632330,way,Unknown,footway,Unknown,Unknown,Unknown
1223632331,way,Unknown,footway,Unknown,Unknown,Unknown
1223632332,way,Unknown,footway,Unknown,Unknown,Unknown
1223632333,way,Unknown,footway,Unknown,Unknown,Unknown
1223632334,way,Unknown,footway,Unknown,Unknown,Unknown
1223632335,way,Unknown,footway,Unknown,Unknown,Unknown
1223632336,way,Unknown,footway,Unknown,Unknown,Unknown
1223632337,way,Unknown,footway,Unknown,Unknown,Unknown
1223632338,way,Unknown,footway,Unknown,Unknown,Unknown
1223632339,way,Unknown,footway,Unknown,Unknown,Unknown
1223632340,way,Unknown,footway,Unknown,Unknown,Unknown
1223662468,way,Unknown,footway,Unknown,Unknown,Unknown
1223662469,way,Unknown,footway,Unknown,Unknown,Unknown
1223662474,way,Unknown,footway,Unknown,Unknown,Unknown
1223662475,way,Unknown,footway,Unknown,Unknown,Unknown
1223662476,way,Unknown,footway,Unknown,Unknown,Unknown
1223662478,way,Unknown,footway,Unknown,Unknown,Unknown
1223662480,way,Unknown,footway,Unknown,Unknown,Unknown
1223662481,way,Unknown,footway,Unknown,Unknown,Unknown
1223662482,way,Unknown,footway,Unknown,Unknown,Unknown
1223662483,way,Unknown,footway,Unknown,Unknown,Unknown
1223662492,way,Unknown,footway,Unknown,Unknown,Unknown
1223662493,way,Unknown,footway,Unknown,Unknown,Unknown
1223662494,way,Unknown,footway,Unknown,Unknown,Unknown
1223662495,way,Unknown,footway,Unknown,Unknown,Unknown
1223662496,way,Unknown,footway,Unknown,Unknown,Unknown
1223662497,way,Unknown,footway,Unknown,Unknown,Unknown
1223662498,way,Unknown,footway,Unknown,Unknown,Unknown
1223662503,way,Unknown,footway,Unknown,Unknown,Unknown
1223662504,way,Unknown,footway,Unknown,Unknown,Unknown
1223662505,way,Unknown,footway,Unknown,Unknown,Unknown
1223662507,way,Unknown,footway,Unknown,Unknown,Unknown
1223662508,way,Unknown,footway,Unknown,Unknown,Unknown
1223662509,way,Unknown,footway,Unknown,Unknown,Unknown
1223662510,way,Unknown,footway,Unknown,Unknown,Unknown
1223662511,way,Unknown,footway,Unknown,Unknown,Unknown
1223662514,way,Unknown,footway,Unknown,Unknown,Unknown
1223662532,way,Unknown,footway,Unknown,Unknown,Unknown
1223662533,way,Unknown,footway,Unknown,Unknown,Unknown
1223662534,way,Unknown,footway,Unknown,Unknown,Unknown
1223662535,way,Unknown,footway,Unknown,Unknown,Unknown
1223662536,way,Unknown,footway,Unknown,Unknown,Unknown
1223662537,way,Unknown,footway,Unknown,Unknown,Unknown
1223662538,way,Unknown,footway,Unknown,Unknown,Unknown
1223662539,way,Unknown,footway,Unknown,Unknown,Unknown
1223662557,way,Unknown,footway,Unknown,Unknown,Unknown
1223670552,way,Unknown,footway,Unknown,Unknown,Unknown
1223670553,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1223670556,way,Unknown,footway,Unknown,Unknown,Unknown
1223670558,way,Unknown,footway,Unknown,Unknown,Unknown
1223670559,way,Unknown,footway,Unknown,Unknown,Unknown
1223670562,way,Unknown,footway,Unknown,Unknown,Unknown
1223670563,way,Unknown,footway,Unknown,Unknown,Unknown
1224593083,way,Unknown,footway,Unknown,Unknown,Unknown
1224593084,way,Front Street,residential,20 mph,1,yes
1224593085,way,Unknown,footway,Unknown,Unknown,Unknown
1224593087,way,Unknown,footway,Unknown,Unknown,Unknown
1224593088,way,Unknown,footway,Unknown,Unknown,Unknown
1224593089,way,Unknown,footway,Unknown,Unknown,Unknown
1224593090,way,Fletcher Street,unclassified,20 mph,1,yes
1224593098,way,Unknown,footway,Unknown,Unknown,Unknown
1224593099,way,Unknown,footway,Unknown,Unknown,Unknown
1224593100,way,Fletcher Street,residential,20 mph,1,yes
1224593101,way,Unknown,footway,Unknown,Unknown,Unknown
1224593102,way,Unknown,footway,Unknown,Unknown,Unknown
1224593103,way,Unknown,footway,Unknown,Unknown,Unknown
1224593104,way,Unknown,footway,Unknown,Unknown,Unknown
1224593108,way,Front Street,unclassified,20 mph,1,yes
1224593110,way,Unknown,service,Unknown,Unknown,Unknown
1224593111,way,Unknown,footway,Unknown,Unknown,Unknown
1224593112,way,Unknown,footway,Unknown,Unknown,Unknown
1224593113,way,Unknown,footway,Unknown,Unknown,Unknown
1224593114,way,Unknown,footway,Unknown,Unknown,Unknown
1224593115,way,Unknown,footway,Unknown,Unknown,Unknown
1224593116,way,Unknown,footway,Unknown,Unknown,Unknown
1224593117,way,Unknown,footway,Unknown,Unknown,Unknown
1224593118,way,Unknown,footway,Unknown,Unknown,Unknown
1224593119,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1225535999,way,Unknown,footway,Unknown,Unknown,Unknown
1225536000,way,Unknown,footway,Unknown,Unknown,Unknown
1225536001,way,Unknown,footway,Unknown,Unknown,Unknown
1225536007,way,Unknown,footway,Unknown,Unknown,Unknown
1225536008,way,Unknown,footway,Unknown,Unknown,Unknown
1225536009,way,Unknown,footway,Unknown,Unknown,Unknown
1225536010,way,Unknown,footway,Unknown,Unknown,Unknown
1225536011,way,Unknown,steps,Unknown,Unknown,Unknown
1225536012,way,Unknown,footway,Unknown,Unknown,Unknown
1225536014,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1225536018,way,Unknown,footway,Unknown,Unknown,Unknown
1225536019,way,Unknown,steps,Unknown,Unknown,Unknown
1225536020,way,Unknown,footway,Unknown,Unknown,Unknown
1225536021,way,Unknown,footway,Unknown,Unknown,Unknown
1225536022,way,Unknown,footway,Unknown,Unknown,Unknown
1225536023,way,Unknown,footway,Unknown,Unknown,Unknown
1225536024,way,Unknown,steps,Unknown,Unknown,Unknown
1225536025,way,Unknown,footway,Unknown,Unknown,Unknown
1225536026,way,Unknown,footway,Unknown,Unknown,Unknown
1225536028,way,Unknown,footway,Unknown,Unknown,Unknown
1225536030,way,Unknown,footway,Unknown,Unknown,Unknown
1225536031,way,Unknown,steps,Unknown,Unknown,Unknown
1225536032,way,Unknown,footway,Unknown,Unknown,Unknown
1225536035,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1225536038,way,Unknown,footway,Unknown,Unknown,Unknown
1225536042,way,Unknown,footway,Unknown,Unknown,Unknown
1225536043,way,Unknown,footway,Unknown,Unknown,Unknown
1225536044,way,Unknown,footway,Unknown,Unknown,Unknown
1225536046,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1225536047,way,Unknown,footway,Unknown,Unknown,Unknown
1225536049,way,Unknown,footway,Unknown,Unknown,Unknown
1225828364,way,Unknown,footway,Unknown,Unknown,Unknown
1225828365,way,Unknown,footway,Unknown,Unknown,Unknown
1225828366,way,Unknown,footway,Unknown,Unknown,Unknown
1225828367,way,Unknown,footway,Unknown,Unknown,Unknown
1225828368,way,Unknown,footway,Unknown,Unknown,Unknown
1225828369,way,Unknown,footway,Unknown,Unknown,Unknown
1225828374,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1225828375,way,Unknown,footway,Unknown,Unknown,Unknown
1225828376,way,Unknown,footway,Unknown,Unknown,Unknown
1225828377,way,Unknown,footway,Unknown,Unknown,Unknown
1225828379,way,Unknown,footway,Unknown,Unknown,Unknown
1225828380,way,Unknown,steps,Unknown,Unknown,Unknown
1225828381,way,Unknown,footway,Unknown,Unknown,Unknown
1225828382,way,Unknown,steps,Unknown,Unknown,Unknown
1225828383,way,Unknown,footway,Unknown,Unknown,Unknown
1225828384,way,Unknown,footway,Unknown,Unknown,Unknown
1225828385,way,Unknown,steps,Unknown,Unknown,Unknown
1225828386,way,Unknown,footway,Unknown,Unknown,Unknown
1225828389,way,Unknown,footway,Unknown,Unknown,Unknown
1225828390,way,Unknown,steps,Unknown,Unknown,Unknown
1225828391,way,Unknown,footway,Unknown,Unknown,Unknown
1225828392,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1225828393,way,Unknown,footway,Unknown,Unknown,Unknown
1225828402,way,Unknown,footway,Unknown,Unknown,Unknown
1225828403,way,Unknown,footway,Unknown,Unknown,Unknown
1225828406,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1225828407,way,Unknown,footway,Unknown,Unknown,Unknown
1225828411,way,Unknown,pedestrian,Unknown,Unknown,Unknown
1225828412,way,Unknown,footway,Unknown,Unknown,Unknown
1226007463,way,Unknown,service,Unknown,Unknown,Unknown
1226007464,way,Unknown,service,Unknown,Unknown,Unknown
1226007465,way,Unknown,footway,Unknown,Unknown,Unknown
1226007466,way,Unknown,footway,Unknown,Unknown,Unknown
1226007467,way,Unknown,footway,Unknown,Unknown,Unknown
1226007468,way,Unknown,footway,Unknown,Unknown,Unknown
1226007469,way,Unknown,footway,Unknown,Unknown,Unknown
1226007470,way,Unknown,footway,Unknown,Unknown,Unknown
1226007471,way,Unknown,footway,Unknown,Unknown,Unknown
1226007477,way,Unknown,footway,Unknown,Unknown,Unknown
1226007480,way,Unknown,service,Unknown,Unknown,Unknown
1226007482,way,Unknown,footway,Unknown,Unknown,Unknown
1226007483,way,Unknown,footway,Unknown,Unknown,Unknown
1226007484,way,Unknown,footway,Unknown,Unknown,Unknown
1226007485,way,Unknown,footway,Unknown,Unknown,Unknown
1226007488,way,Unknown,steps,Unknown,Unknown,Unknown
1226007489,way,Unknown,footway,Unknown,Unknown,Unknown
1226007491,way,Unknown,footway,Unknown,Unknown,Unknown
1226007493,way,Unknown,footway,Unknown,Unknown,Unknown
1226007496,way,Unknown,footway,Unknown,Unknown,Unknown
1226015048,way,Unknown,footway,Unknown,Unknown,Unknown
1226015049,way,Unknown,footway,Unknown,Unknown,Unknown
1226015050,way,Unknown,footway,Unknown,Unknown,Unknown
1226015069,way,Unknown,footway,Unknown,Unknown,Unknown
1226015070,way,Unknown,steps,Unknown,Unknown,Unknown
1226015072,way,Unknown,steps,Unknown,Unknown,Unknown
1226015073,way,Unknown,footway,Unknown,Unknown,Unknown
1226015074,way,Unknown,footway,Unknown,Unknown,Unknown
1226015075,way,Unknown,steps,Unknown,Unknown,Unknown
1226015076,way,Unknown,footway,Unknown,Unknown,Unknown
1226015077,way,Unknown,footway,Unknown,Unknown,Unknown
1226015078,way,Unknown,steps,Unknown,Unknown,Unknown
1226015079,way,Unknown,footway,Unknown,Unknown,Unknown
1226015080,way,Unknown,footway,Unknown,Unknown,Unknown
1226015081,way,Unknown,footway,Unknown,Unknown,Unknown
1226015082,way,Unknown,footway,Unknown,Unknown,Unknown
1226015084,way,Unknown,footway,Unknown,Unknown,Unknown
1226015085,way,Unknown,footway,Unknown,Unknown,Unknown
1226015088,way,Unknown,footway,Unknown,Unknown,Unknown
1226015089,way,Unknown,footway,Unknown,Unknown,Unknown
1226060852,way,Unknown,footway,Unknown,Unknown,Unknown
1226060853,way,Unknown,footway,Unknown,Unknown,Unknown
1226060854,way,Unknown,footway,Unknown,Unknown,Unknown
1226060855,way,Golden Hill Plaza,pedestrian,Unknown,Unknown,Unknown
1226060856,way,Unknown,footway,Unknown,Unknown,Unknown
1226060857,way,Unknown,footway,Unknown,Unknown,Unknown
1226060858,way,Unknown,footway,Unknown,Unknown,Unknown
1226060859,way,Unknown,footway,Unknown,Unknown,Unknown
1226060861,way,Unknown,service,Unknown,Unknown,no
1226060862,way,Unknown,footway,Unknown,Unknown,Unknown
1226060865,way,Unknown,footway,Unknown,Unknown,Unknown
1226060866,way,Unknown,footway,Unknown,Unknown,Unknown
1226060869,way,Unknown,service,Unknown,Unknown,Unknown
1226355051,way,Unknown,footway,Unknown,Unknown,Unknown
1226355052,way,Unknown,footway,Unknown,Unknown,Unknown
1226355053,way,Unknown,footway,Unknown,Unknown,Unknown
1226355054,way,Unknown,footway,Unknown,Unknown,Unknown
1226355057,way,Unknown,footway,Unknown,Unknown,Unknown
1226355058,way,Unknown,footway,Unknown,Unknown,Unknown
1226355059,way,Unknown,footway,Unknown,Unknown,Unknown
1226355060,way,Unknown,footway,Unknown,Unknown,Unknown
1226355061,way,Unknown,footway,Unknown,Unknown,Unknown
1226355062,way,Unknown,footway,Unknown,Unknown,Unknown
1226355063,way,Unknown,footway,Unknown,Unknown,Unknown
1226355067,way,Unknown,footway,Unknown,Unknown,Unknown
1226367859,way,Unknown,footway,Unknown,Unknown,Unknown
1226367860,way,Unknown,footway,Unknown,Unknown,Unknown
1226367863,way,Unknown,footway,Unknown,Unknown,Unknown
1226367864,way,Unknown,footway,Unknown,Unknown,Unknown
1226367865,way,Unknown,footway,Unknown,Unknown,Unknown
1226367866,way,Unknown,footway,Unknown,Unknown,Unknown
1226367867,way,Unknown,footway,Unknown,Unknown,Unknown
1226367868,way,Unknown,footway,Unknown,Unknown,Unknown
1226367871,way,Unknown,steps,Unknown,Unknown,Unknown
1226367872,way,Unknown,footway,Unknown,Unknown,Unknown
1226367874,way,Unknown,footway,Unknown,Unknown,Unknown
1226367875,way,Unknown,footway,Unknown,Unknown,Unknown
1226367876,way,Unknown,footway,Unknown,Unknown,Unknown
1226367877,way,Unknown,footway,Unknown,Unknown,Unknown
1226367878,way,Unknown,footway,Unknown,Unknown,Unknown
1226367879,way,Unknown,footway,Unknown,Unknown,Unknown
1226367880,way,Unknown,footway,Unknown,Unknown,Unknown
1226367881,way,Unknown,footway,Unknown,Unknown,Unknown
1226367882,way,Unknown,footway,Unknown,Unknown,Unknown
1226367883,way,Unknown,footway,Unknown,Unknown,Unknown
1226370500,way,Unknown,footway,Unknown,Unknown,Unknown
1226370501,way,Unknown,footway,Unknown,Unknown,Unknown
1226370502,way,Unknown,footway,Unknown,Unknown,Unknown
1226370504,way,Unknown,footway,Unknown,Unknown,Unknown
1226370507,way,Unknown,footway,Unknown,Unknown,Unknown
1226370508,way,Unknown,footway,Unknown,Unknown,Unknown
1226370509,way,Unknown,footway,Unknown,Unknown,Unknown
